"NAME:","walk_5_1.csv"
"EXPERIMENT TIME:","25-05-22 15:16"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","100"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"22.802",".98","-5.22","-0.16"
"22.804",".67","-5.33","0.43"
"22.806",".24","-3.49","-0.82"
"22.808","0","-2.28","-0.04"
"23.075",".73","-1.57","2.24"
"23.077",".10","-3.69","4.20"
"23.079",".28","-4.94","1.61"
"23.081",".88","-8.20","2.12"
"23.084","4","-13.38","2.82"
"23.086",".47","-7.49","10.87"
"23.088",".57","-16.44","11.81"
"23.354","1.26","-17.38","-8.94"
"23.356",".80","-7.96","3.02"
"23.358",".75","-10.71","0.16"
"23.36",".57","-8.00","3.26"
"23.362",".84","-7.34","-2.08"
"23.364",".65","-5.84","0.39"
"23.366",".24","-5.18","0.51"
"23.368",".92","-6.32","1.41"
"23.37",".88","-5.69","2.47"
"23.371",".86","-3.37","-0.63"
"23.639",".71","-5.41","1.45"
"23.641",".67","-4.59","2.82"
"23.642",".67","-5.10","2.31"
"23.644",".77","-6.35","2.47"
"23.646",".16","-7.18","2.31"
"23.648",".06","-5.69","4.00"
"23.65",".92","-8.12","2.28"
"23.652","7","-12.91","0.08"
"23.655",".67","-12.91","-1.14"
"23.923",".45","-13.77","-0.04"
"23.926",".39","-13.93","3.92"
"23.928",".73","-10.79","3.30"
"23.93","9","-7.02","0.82"
"23.932",".67","-4.90","-0.27"
"23.934",".37","-3.73","-0.12"
"23.936",".77","-3.96","0.75"
"23.938",".96","-2.71","0.82"
"23.941","2","-2.39","2.04"
"24.208",".69","-4.04","4.82"
"24.21",".47","-4.16","0.51"
"24.212",".04","-8.20","1.84"
"24.214",".51","-13.38","3.10"
"24.218","1","-9.06","10.87"
"24.222",".12","-20.01","11.30"
"24.227","3.65","-12.20","-6.67"
"24.231",".00","-8.00","4.67"
"24.506",".12","-8.83","0.27"
"24.508","5","-6.67","0.94"
"24.51",".98","-7.69","0.35"
