NAME:,walk_3_1.csv,,
EXPERIMENT TIME:,25-05-22 18:08,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,120,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
21.229,0.98,-2.35,6.51
21.262,1.92,-3.69,8.28
21.286,1.77,-2.08,12.4
21.304,-0.2,-1.84,19.5
21.339,4.39,-5.53,13.3
21.371,2.79,-5.88,14.2
21.407,-1.14,-2.35,12.08
21.442,-6.79,-12.2,11.92
21.473,-4.47,-2.98,11.77
21.507,1.61,0.12,8.36
21.552,-1.14,-1.53,7.45
21.586,-4.04,-2.2,9.26
21.616,-1.22,-1.77,6.63
21.643,-2.98,-0.86,5.06
21.68,-4.39,-0.43,8.24
21.72,-3.14,-0.55,7.81
21.791,0.63,-1.69,7.02
21.856,-3.37,-0.59,9.53
21.884,-4.59,-2.86,12.79
21.886,-3.49,-5.22,13.89
21.918,-5.88,-0.59,15.69
21.947,-8.12,-2.39,14.75
21.984,-11.1,4.04,7.1
22.019,-5.26,-5.37,10.24
22.052,-2.94,-7.37,13.57
22.086,-3.84,-3.18,12.71
22.118,-4.28,0.24,6.59
22.154,-3.88,-0.16,4.08
22.187,-0.24,-3.41,4.75
22.222,0.08,-2.94,5.41
22.252,0.47,-2.31,5.02
22.281,0.24,-1.73,5.57
22.302,2.16,-2.47,7.77
22.335,2.31,-3.53,10.71
22.369,1.88,-2.31,16.36
22.406,-1.45,-2.08,17.77
22.438,4.79,-5.69,13.02
22.472,3.26,-1.02,16.12
22.505,-5.26,-9.14,12.16
22.848,-1.96,-4.31,8.28
22.882,0.08,-0.08,8.67
22.887,-1.65,-1.22,8
22.9,-4.31,-1.69,11.89
22.918,-4.35,-4.82,14.75
22.938,-3.88,0.78,12.43
22.975,-4.86,4.35,14.47
23.048,-6.04,-5.02,14.32
23.117,-11.22,3.37,6.35
23.148,-4.59,-1.18,10
23.166,-4.28,-6.79,11.77
23.194,-2.16,-1.1,9.81
23.213,-4.51,0.78,4.79
23.232,1.02,-3.61,5.14
23.265,-0.31,-2.43,5.14
23.298,-0.43,-2.82,5.3
23.33,0.75,-2.9,5.84
23.366,1.1,-2.75,7.1
23.398,3.06,-2.08,9.06
23.431,2.75,-2.59,13.42
23.465,0.98,-2.04,19.1
23.5,4.63,-4.39,11.53
23.534,2.59,-2.98,14.32
23.573,-7.49,-8.79,11.41
23.589,-2.24,-7.41,9.61
23.608,-1.41,-1.65,10.16
23.656,-1.61,-1.06,8.43
23.689,-0.94,-2.2,8.28
23.722,-3.57,-1.77,9.45
23.758,-1.45,-0.35,4.94
23.796,-3.69,-0.16,7.34
23.823,-4.12,-0.59,6.94
23.862,-1.02,-1.53,6.16
23.89,-1.69,-1.26,8.24
23.906,-2.71,0.12,8.55
23.933,-3.14,-0.31,9.65
23.968,-3.06,-3.41,13.89
24.003,-0.9,-1.18,12.32
24.034,-4.28,2,13.65
24.069,-5.73,-4.12,15.77
24.106,-11.85,1.84,10
24.138,-5.3,1.33,6.32
24.17,-5.45,-5.37,12.32
24.191,-2.94,-7.41,14.47
24.235,-4.16,-1.26,10.79
24.259,-5.37,1.49,5.26
24.325,1.88,-2.94,3.1
24.392,-0.39,-3.3,5.33
24.459,-0.47,-2.51,5.61
24.529,1.37,-2.16,6.67
24.595,2.24,-2.08,12.63
24.663,-0.67,-1.57,19.3
24.693,3.77,-4.2,13.45
24.696,4.24,-3.84,13.96
24.724,0.12,-0.39,7.61
24.742,-1.92,-0.98,7.85
24.761,-3.77,-1.73,9.65
24.794,-1.73,-1.29,7.3
24.828,-3.77,-0.47,5.3
24.863,-3.26,-0.75,6.71
24.897,-2.98,-1.61,8.28
24.919,-0.75,-1.33,6.63
24.969,-2.79,0.59,7.26
25.002,-3.96,-0.98,10.51
25.034,-5.22,-2.79,12.59
25.071,-4.2,-3.37,13.45
25.109,-3.61,2.16,12.55
25.128,-5.14,-0.9,15.89
25.155,-6.94,-4,14.87
25.191,-9.85,4.75,6.08
25.223,-4.12,-4.67,11.38
25.256,-3.41,-8.67,12.51
25.294,-6.12,-4.2,13.38
25.327,-3.06,-0.47,6.67
25.36,-4.94,2.59,2.08
25.385,-0.04,-2.55,5.22
25.403,-0.55,-2.43,5.14
25.434,0.75,-2.35,5.45
25.467,0.59,-3.02,6.32
25.499,1.22,-1.65,6.98
25.533,2.28,-1.73,10.08
25.622,2.28,-2.43,16.28
25.687,-0.9,-2.08,18.63
25.725,5.26,-5.18,13.57
25.742,2.28,-3.69,16.36
25.744,-6.24,-9.02,9.96
25.765,1.06,-2.43,9.65
25.803,-3.3,-0.98,9.34
25.84,-0.16,-2.59,7.1
25.87,-4.31,-1.37,8.67
25.901,-3.18,-0.98,5.84
25.933,-3.96,-1.14,6.94
25.954,-2.16,-0.31,6.43
25.981,-0.9,-0.9,7.41
26.017,-2.75,0.04,8.98
26.055,-2.9,0.86,8.32
26.081,-4.43,-0.75,10.36
26.113,-4.31,-4.63,14.44
26.147,-4.16,-1.53,11.73
26.183,-5.92,0.12,15.14
26.225,-6.43,-3.65,16.28
26.254,-13.81,4.31,7.06
26.319,-4.16,-3.18,9.77
26.386,-4.75,-7.57,11.34
26.454,-2.86,-4.59,12.63
26.509,-3.61,-1.02,9.02
26.55,-4.67,0.12,5.02
26.552,0.04,-2.79,6.63
26.554,1.88,-3.18,7.53
26.583,1.45,-2.28,8.12
26.617,2.35,-0.16,12.4
26.651,-2.75,-1.22,19.22
26.687,4.35,-5.53,13.61
26.72,1.77,-3.1,17.06
26.753,-9.1,-11.22,12.2
26.789,0.59,-5.69,4.9
26.823,-2.28,-0.82,10.04
26.895,-1.49,-1.45,10.59
26.965,-1.8,-3.22,7.06
27.008,-1.8,-1.96,4.31
27.041,-1.77,-0.78,7.53
27.073,-2.55,-0.71,8.43
27.107,-4.75,0.98,9.38
27.139,-4.39,-0.08,11.34
27.176,-2.75,-4.16,13.81
27.21,-4,0,12.08
27.243,-6.24,1.18,15.02
27.276,-4.16,-5.1,14.44
27.297,-11.06,2.12,6.43
27.32,-5.37,0.82,9.57
27.376,-4.16,-5.37,13.53
27.4,-6.71,-6.2,14.67
27.422,-1.18,-1.53,8.24
27.456,-5.73,1.37,4.51
27.489,0.82,-3.18,5.1
27.522,0.24,-2.31,4.9
27.558,-0.08,-1.73,4.67
27.581,0.63,-2.2,5.57
27.61,1.14,-2.28,7.26
27.643,2.59,-2.79,9.92
27.676,2.31,-1.77,14.24
27.712,-2.08,-1.29,18.63
